team,conference,color,alt_color,logo
Texas A&M-Kingsville,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2658.png
Texas College,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2637.png
Texas Lutheran,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2639.png
Texas Southern,,#6A0403,#ebebeb,http://a.espncdn.com/i/teamlogos/ncaa/500/2640.png
Texas State,Sun Belt,#4e1719,#b4975a,http://a.espncdn.com/i/teamlogos/ncaa/500/326.png
Texas Tech,Big 12,#C80025,#231f20,http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png
The Citadel,,#002b5c,#f0f0f0,http://a.espncdn.com/i/teamlogos/ncaa/500/2643.png
Thomas More,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2646.png
Tiffin,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2838.png
Toledo,Mid-American,#00488F,#ffd51d,http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png
Towson,,#FFC229,,http://a.espncdn.com/i/teamlogos/ncaa/500/119.png
Trine,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2651.png
Trinity Bible,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/3214.png
Trinity (CT),,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2977.png
Trinity (IL),,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2652.png
Trinity (TX),,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/386.png
Troy,Sun Belt,#AE0210,#88898c,http://a.espncdn.com/i/teamlogos/ncaa/500/2653.png
Truman State,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2654.png
Tufts,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/112.png
Tulane,American Athletic,#005837,#3baf29,http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png
Tulsa,American Athletic,#004371,#ee3b33,http://a.espncdn.com/i/teamlogos/ncaa/500/202.png
Tusculum,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2839.png
Tuskegee,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2657.png
UAB,Conference USA,#003b28,#ffc845,http://a.espncdn.com/i/teamlogos/ncaa/500/5.png
UC Davis,,#183563,#bc9305,http://a.espncdn.com/i/teamlogos/ncaa/500/302.png
UCF,American Athletic,#000000,#231f20,http://a.espncdn.com/i/teamlogos/ncaa/500/2116.png
UCLA,Pac-12,#005C8E,#ffc72c,http://a.espncdn.com/i/teamlogos/ncaa/500/26.png
UMass,FBS Independents,#880007,#572932,http://a.espncdn.com/i/teamlogos/ncaa/500/113.png
UMass Dartmouth,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/379.png
UMass Lowell,,#000000,#cf1f2f,http://a.espncdn.com/i/teamlogos/ncaa/500/2349.png
UNC Pembroke,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2882.png
Union,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/237.png
University of Faith,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/3254.png
UNLV,Mountain West,#000000,#c2c4c6,http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png
Upper Iowa,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/389.png
Urbana,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2666.png
Ursinus,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2667.png
USC,Pac-12,#AE2531,#ffc72c,http://a.espncdn.com/i/teamlogos/ncaa/500/30.png
Utah,Pac-12,#890012,#7e8083,http://a.espncdn.com/i/teamlogos/ncaa/500/254.png
Utah State,Mountain West,#003263,#949ca1,http://a.espncdn.com/i/teamlogos/ncaa/500/328.png
UTEP,Conference USA,#002843,#ff6f12,http://a.espncdn.com/i/teamlogos/ncaa/500/2638.png
Utica,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/390.png
UT Martin,,#FF6700,#102a5c,http://a.espncdn.com/i/teamlogos/ncaa/500/2630.png
UT San Antonio,Conference USA,#002A5C,#f47321,http://a.espncdn.com/i/teamlogos/ncaa/500/2636.png
UVA-Wise,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2842.png
UW-Oshkosh,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/271.png
UW-River Falls,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2723.png
UW-Stout,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2744.png
UW-Whitewater,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2745.png
Valdosta State,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2673.png
Valley City State,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/628.png
Valparaiso,,#794500,,http://a.espncdn.com/i/teamlogos/ncaa/500/2674.png
Vanderbilt,SEC,#000000,#231f20,http://a.espncdn.com/i/teamlogos/ncaa/500/238.png
Villanova,,#123d7C,#f0f0f0,http://a.espncdn.com/i/teamlogos/ncaa/500/222.png
Virginia,ACC,#00204e,#002d62,http://a.espncdn.com/i/teamlogos/ncaa/500/258.png
Virginia State,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/330.png
Virginia Tech,ACC,#74232D,#c2c1ba,http://a.espncdn.com/i/teamlogos/ncaa/500/259.png
VMI,,#E52D37,#eec52b,http://a.espncdn.com/i/teamlogos/ncaa/500/2678.png
Wabash College,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/89.png
Wagner,,#00483A,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/2681.png
Wake Forest,ACC,#9E7E38,#000000,http://a.espncdn.com/i/teamlogos/ncaa/500/154.png
Waldorf,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/3080.png
Walsh,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2682.png
Warner,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2683.png
Wartburg,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2685.png
Washburn,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2687.png
Washington,Pac-12,#2B2F64,#e8e3d3,http://a.espncdn.com/i/teamlogos/ncaa/500/264.png
Washington & Jefferson,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2686.png
Washington & Lee,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2688.png
Washington (MO),,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/143.png
Washington State,Pac-12,#94022a,#6a747c,http://a.espncdn.com/i/teamlogos/ncaa/500/265.png
Wayland Baptist,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/630.png
Waynesburg,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2845.png
Wayne State (MI),,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/131.png
Wayne State (NE),,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2844.png
Webber International,,#bf2f38,#909090,http://a.espncdn.com/i/teamlogos/ncaa/500/2691.png
Weber State,,#18005a,#ebebeb,http://a.espncdn.com/i/teamlogos/ncaa/500/2692.png
Wesleyan,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/336.png
Wesley College,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2846.png
West Alabama,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2695.png
West Chester,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/223.png
Western Carolina,,#492F91,#bf9e70,http://a.espncdn.com/i/teamlogos/ncaa/500/2717.png
Western Connecticut State,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2843.png
Western Illinois,,#4e1e8a,#ffc90a,http://a.espncdn.com/i/teamlogos/ncaa/500/2710.png
Western Kentucky,Conference USA,#F32026,#b3b5b8,http://a.espncdn.com/i/teamlogos/ncaa/500/98.png
Western Michigan,Mid-American,#B59966,#bfa979,http://a.espncdn.com/i/teamlogos/ncaa/500/2711.png
Western New England,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2702.png
Western New Mexico,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2703.png
Western Oregon,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2848.png
Western State,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2714.png
Western Washington,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2847.png
Westfield State,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2909.png
West Florida,,,,
West Georgia,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2698.png
West Liberty,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2699.png
Westminster,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/433.png
Westminster PA,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2849.png
West Texas A&M,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2704.png
West Virginia,Big 12,#FFC600,#eaaa00,http://a.espncdn.com/i/teamlogos/ncaa/500/277.png
West Virginia Tech,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2706.png
Wheaton College (Ill),,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/396.png
Whittier,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2850.png
Whitworth,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2721.png
Widener,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2725.png
Wilkes,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/398.png
Willamette,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2930.png
William Jewell College,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2911.png
William & Mary,,#103217,#f6b220,http://a.espncdn.com/i/teamlogos/ncaa/500/2729.png
William Paterson,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2970.png
William Penn,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2912.png
Williams,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2731.png
Williamson Trade,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/3130.png
Wilmington (OH),,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2733.png
Wingate,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/351.png
Winona State,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2851.png
Winston-Salem,,#bb0100,,http://a.espncdn.com/i/teamlogos/ncaa/500/2736.png
Wisconsin,Big Ten,#A00001,#f7f7f7,http://a.espncdn.com/i/teamlogos/ncaa/500/275.png
Wisconsin-Eau Claire,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2738.png
Wisconsin-La Crosse,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2740.png
Wisconsin Lutheran,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2741.png
Wisconsin-Platteville,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/272.png
Wisconsin-Stevens Point,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2743.png
Wittenberg,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2746.png
Wofford,,#533B23,#f0f0f0,http://a.espncdn.com/i/teamlogos/ncaa/500/2747.png
Wooster,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2748.png
Worcester Polytechnic,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2749.png
Worcester State College,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/402.png
Wright State University,,#a36209,#e2b629,http://a.espncdn.com/i/teamlogos/ncaa/500/2750.png
WV State,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2707.png
WV Wesleyan,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/455.png
Wyoming,Mountain West,#533B22,#ffffff,http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png
Yale,,#004a81,#286dc0,http://a.espncdn.com/i/teamlogos/ncaa/500/43.png
Youngstown State,,#E51936,#690717,http://a.espncdn.com/i/teamlogos/ncaa/500/2754.png
10th District A.C.,,,,
111th Ambulance,,,,
11th Cavalry,,,,
1st Infantry,,,,
1st Texas Artillery,,,,
20th Infantry,,,,
260th Coast Artillery,,,,
26th Infantry,,,,
2nd Developmemt Regiment,,,,
2nd Texas 132nd Infantry,,,,
362nd Infantry,,,,
3rd Army Corps,,,,
47th Infantry,,,,
48th Infantry,,,,
7th Infantry,,,,
9th Amry Corps,,,,
Abilene Field,,,,
Active Football Club,,,,
Actual Business College,,,,
Adelbert,,,,
Adelphi,,,,
Alabama Medical,,,,
Alabama Presbyterian,,,,
Alabama Southern,,,,
Alameda Coast Guard,,,,
Alameda NAS,,,,
Albertson,,,,
Albuquerque Field,,,,
Alliance,,,,
Alma,,,,
Altoona A.C.,,,,
Alverno College,,,,
Amarillo Field,,,,
American,,,,
American Legion,,,,
American Medical,,,,
American Osteopath,,,,
Amherst YMCA,,,,
Anaconda Anodes,,,,
Anderson,,,,
Andover,,,,
Arizona All-Stars,,,,
Armour,,,,
Army Ambulance Corps,,,,
Athens,,,,
Athens A.C.,,,,
Atlantic Christian,,,,
Atlantic City NAS,,,,
Augusta Military Academy,,,,
Augustana (South Dakota),,,,
Austin,,,,
Austin High,,,,
Australia,,,,
Bailey Military,,,,
Bainbridge NTS,,,,
Baker,,,,
Balboa NTS,,,,
Ballard Meteors,,,,
Baltimore,,,,
Baltimore A.C.,,,,
Bankers A.C.,,,,
Barksdale Field,,,,
Barnes Medical,,,,
Barron Field,,,,
Beaumont Hospital,,,,
Belhaven College,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2056.png
Bellefonte Academy,,,,
Bellevue,,,,
Belmont A.C.,,,,
Beloit High,,,,
Benedict,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2059.png
Bennett Medical,,,,
Berg Field,,,,
Bergstrom Field,,,,
Berkeley A.C.,,,,
Bethany (Kansas),,,,
Bethany (West Virginia),,,,
Bethel,,,,
Bingham,,,,
Birmingham,,,,
Birmingham High,,,,
Bishop,,,,
Blackland Field,,,,
Blountsville Agricultural,,,,
Bogue Field,,,,
Bolling Field,,,,
Boston A.C.,,,,
Boston English High,,,,
Boston Latin High,,,,
Boston University,,,,
Boulder High,,,,
Bowie State,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2075.png
Bradford National Guard,,,,
Bradley,,,,
Brandeis,,,,
Brayton,,,,
Bremerton Navy,,,,
Bridgewater,,,,
Britannia,,,,
British Club of New York,,,,
Broaddus College,,,,
Brooklyn,,,,
Brooklyn Polytechnic Institute,,,,
Brooklyn Tigers (NFL),,,,
Bryan Field,,,,
Bryson,,,,
Buckner Business College,,,,
Bunker Hill Navy,,,,
Burleson,,,,
Burlingame A.C.,,,,
Butler YMCA,,,,
Butte A.C.,,,,
California Alumni,,,,
California (Pennsylvania),,,,
California-Riverside,,,,
California-Santa Barbara,,,,
California Tech,,,,
Cal Poly-Pomona,,,,
Cal State Fullerton,,,,
Cal State Los Angeles,,,,
Cal State Northridge,,,,
Cameron,,,,
Camp Adams,,,,
Camp Baker,,,,
Camp Beale,,,,
Camp Blanding,,,,
Camp Davis,,,,
Camp Devens,,,,
Camp Dodge,,,,
Camp Doniphan,,,,
Campello,,,,
Camp Funston,,,,
Camp Gordon,,,,
Camp Grant,,,,
Camp Greene,,,,
Camp Greenleaf,,,,
Camp Griffin,,,,
Camp Haan,,,,
Camp Hancock,,,,
Camp Harrison,,,,
Camp Hood,,,,
Camp Humphreys,,,,
Camp Kilmer,,,,
Camp Lee,,,,
Camp Lejeune,,,,
Camp Logan,,,,
Camp Lyons,,,,
Camp Mabry,,,,
Camp MacAurthur,,,,
Camp MacDowell,,,,
Camp Mackall,,,,
Camp McClelland,,,,
Camp McKinley,,,,
Camp McPherson,,,,
Camp Meyer,,,,
Camp Peary,,,,
Camp Pendleton,,,,
Camp Perry,,,,
Camp Pickett,,,,
Camp Pike,,,,
Camp Polk,,,,
Camp Preble,,,,
Camp Russell,,,,
Camp Sevier,,,,
Camp Shelby,,,,
Camp Sherman,,,,
Camp Taylor,,,,
Camp Travis,,,,
Camp Wadsworth,,,,
Canada All-Stars,,,,
Canisius,,,,
Canton A.C.,,,,
Carleton-St. Olaf,,,,
Carlisle,,,,
Carlstrom Field,,,,
Carroll (Montana),,,,
Carroll (Wisconsin),,,,
Carruthers Field,,,,
Carswell AFB,,,,
Casa Blanca Indians,,,,
Case,,,,
Castle Heights,,,,
Catawba College,,,,
Catholic,,,,
Centenary (LA),,,,
Centerville (Butte),,,,
Central Academy,,,,
Central (Iowa),,,,
Central (Kentucky),,,,
Central Missouri,,,,
Chamberlain Hunt,,,,
Chanute Field,,,,
Charles City,,,,
Charleston,,,,
Charleston Coast Guard,,,,
Charleston Navy,,,,
Chatham Field,,,,
Chemawa,,,,
Cherry Point Marines,,,,
Cheyenne High,,,,
Chicago A.C.,,,,
Chicago Alumni,,,,
Chicago College,,,,
Chicago Dental,,,,
Chicago Dining Club,,,,
Chicago Medical,,,,
Chicago Naval Reserve,,,,
Chicago YMCA,,,,
Chick Springs Military,,,,
Chilocco,,,,
Chowan,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2804.png
Christian Brothers,,,,
City College of New York,,,,
Clarke Memorial,,,,
Clarkson,,,,
Clemson Freshmen,,,,
Cleveland Naval Reserves,,,,
C.M.T.S.,,,,
College All-Stars,,,,
Colorado Alumni,,,,
Colorado College Alumni,,,,
Colorado Springs Field,,,,
Colorado Springs High,,,,
Colorado State Freshmen,,,,
Columbia A.C.,,,,
Columbia Alumni,,,,
Columbia College,,,,
Columbia Law,,,,
Columbia (Oregon),,,,
Columbia YMCA,,,,
Company I,,,,
Concordia Canada,,,,
Concordia College (MN),,,,
Connecticut Literary,,,,
Connecticut-Waterbury,,,,
Conway Hall,,,,
Corpus Christi NAS,,,,
Cortland State,,,,
Cotton City A.C.,,,,
Crane J.C.,,,,
Creighton,,,,
Crescent A.C.,,,,
Culver,,,,
Curtis Bay Coast Guard,,,,
Dalhart Field,,,,
Dallas,,,,
Daniel Baker,,,,
Daniel Field,,,,
Davis & Elkins,,,,
Dean Academy,,,,
Decatur Baptist,,,,
Del Monte Pre-Flight,,,,
Denver,,,,
Denver A.C.,,,,
Denver Alumni,,,,
Denver Freshmen,,,,
Denver Manual High,,,,
DePaul,,,,
Des Moines,,,,
Des Moines Baptist,,,,
Detroit A.C.,,,,
Detroit Mercy,,,,
Dickinson Seminary,,,,
Dixie,,,,
Dixie State,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/3101.png
Dixon,,,,
Doane,,,,
Drake Alumni,,,,
Drexel,,,,
Drury,,,,
Duquesne A.C.,,,,
East Central Oklahoma,,,,
East Denver High,,,,
East Des Moines High,,,,
Eastern Arizona J.C.,,,,
Eastern (Virginia),,,,
Edmond Tech,,,,
Edmonton Field,,,,
Edward Waters,,,,
Elgin Academy,,,,
Elizabeth A.C.,,,,
Ellensburg,,,,
Ellington Field,,,,
Ellsworth,,,,
El Paso National Guard,,,,
El Toro Marines,,,,
Emporia College,,,,
Englewood,,,,
Englewood High,,,,
Englewood YMCA,,,,
Erskine,,,,
Eton,,,,
Eureka,,,,
Evanston High,,,,
Evansville,,,,
Exeter,,,,
F.A.A.,,,,
Fall River,,,,
Falls of Schuylkill,,,,
Farragut Navy,,,,
Finlandia University,,,,
Fishburne M.A.,,,,
Fisk University,,,,
Fitchburg YMCA,,,,
Fleet City,,,,
Florence YMCA,,,,
Florida Intl,,,,
Florida Southern,,,,
Fort Benning,,,,
Fort Bliss,,,,
Fort Bragg,,,,
Fort Des Moines,,,,
Fort Douglas,,,,
Fort Ethan Allen,,,,
Fort Jackson,,,,
Fort Knox,,,,
Fort Leavenworth,,,,
Fort Lewis College,,,,
Fort Monmouth,,,,
Fort Monroe,,,,
Fort Oglethorpe,,,,
Fort Ord,,,,
Fort Pierce,,,,
Fort Riley,,,,
Fort Sheridan,,,,
Fort Totten,,,,
Fort Warren,,,,
Fort Worth,,,,
Foundation,,,,
Frederick,,,,
Freeport High,,,,
Fremont Ammuntion,,,,
Fresno State JV,,,,
Friends,,,,
Galveston Field,,,,
Garden City,,,,
Geneva,,,,
Georgetown (Kentucky),,,,
Georgetown (KY),,,,
George Washington,,,,
Georgia B,,,,
Georgia Medical,,,,
Georgia Pre-Flight,,,,
Georgia Tech B,,,,
Goat Island Navy,,,,
Golden High,,,,
Gonzaga,,,,
Gonzaga Alumni,,,,
Gordon,,,,
Goshen,,,,
Grand Island,,,,
Grand Rapids High,,,,
Granite High,,,,
Great Lakes Navy,,,,
Greenfield,,,,
Greensboro Field,,,,
Greenville Field,,,,
Greer,,,,
Grinnell Alumni,,,,
Grinnell High,,,,
Grove City,,,,
Hahnemann Medical,,,,
Hamilton A.C.,,,,
Hampton A.C.,,,,
Hampton Road,,,,
Harrisburg A.C.,,,,
Harry Hillman Academy,,,,
Hartford,,,,
Harvard Alumni,,,,
Harvard B,,,,
Harvard Freshmen,,,,
Harvard Law,,,,
Haskell,,,,
Hastings,,,,
Hastings State,,,,
Havana A.C.,,,,
Havana University,,,,
Haverford,,,,
Hawai'i',,,,
Hawaii All-Stars,,,,
Hayward State,,,,
Hebron Academy,,,,
Hedding,,,,
Herington Field,,,,
Highland Park,,,,
High Point,,,,
Hiwassee,,,,
Hoboken Navy,,,,
Hofstra,,#27297c,#f6c934,http://a.espncdn.com/i/teamlogos/ncaa/500/2275.png
Homestead A.C.,,,,
Hondo Field,,,,
Hopkinson,,,,
Horner,,,,
Houston YMCA,,,,
Hyde Park,,,,
Hyde Park High,,,,
Idaho Marines,,,,
Illinois Alumni,,,,
Illinois Cycling Club,,,,
Illinois Medical,,,,
Independence A.C.,,,,
Indiana Alumni,,,,
Indiana Medical,,,,
Indiana (Pennsylvania),,,,
Indianapolis Artillery,,,,
Intermountain,,,,
Iowa Pre-Flight,,,,
Jackson Br.-New Orleans,,,,
Jackson Field,,,,
Jacksonville Naval Air Station,,,,
James Millikin,,,,
Jefferson,,,,
Jefferson Medical,,,,
Jersey Shore,,,,
Johnson Smith,,,,
Kamehameha Alumni,,,,
Kansas City A.C.,,,,
Kansas City Medical,,,,
Kansas City Veterinary,,,,
Kansas Wesleyan,,,,
Kean,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2871.png
Kearney,,,,
Kearney Field,,,,
Keesler Field,,,,
Kelly Field,,,,
Kents Hill,,,,
Kentucky Christian,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/3077.png
King,,,,
Kingfisher,,,,
King George,,,,
Kirtland Field,,,,
Kiski Preparatory,,,,
Knox College,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/255.png
Knoxville,,,,
Lackland Field,,,,
Lake Forest Academy,,,,
Lake Forest Alumni,,,,
Lakehurst NAS,,,,
Lakeland University,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/6353.png
Lake View High,,,,
Lancaster Crescents,,,,
Lane,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2323.png
Lanier,,,,
Laramie High,,,,
La Salle,,,,
Latrobe A.C.,,,,
Laureate Boat Club,,,,
Lawrenceville,,,,
Lawton,,,,
League Island Navy,,,,
Leander Clarke,,,,
Lehigh A.C.,,,,
Leilahau,,,,
Lewis,,,,
Lewisburg A.C.,,,,
Lieutenants,,,,
Lincoln,,,,
Lincoln Field,,,,
Lincoln High,,,,
Lincoln Medical,,,,
LIU-C.W. Post,,,,
Locust Grove,,,,
Logan All-Stars,,,,
Lombard,,,,
Long Beach State,,,,
Longmont High,,,,
Loras,,,,
Loras College,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/263.png
Los Angeles A.C.,,,,
Los Angeles Junior College,,,,
Louisiana Army STU,,,,
Louisiana State Freshmen,,,,
Louisville Field,,,,
Love Field,,,,
Lowry Field,,,,
Loyola Academy,,,,
Loyola (Baltimore),,,,
Loyola (Chicago),,,,
Loyola (LA),,,,
Loyola Marymount,,,,
Lubbock Field,,,,
Lynchburg,,,,
MacAurthur Field,,,,
Machinists Mates,,,,
Madison High,,,,
Manhattan,,,,
Manhattan A.C.,,,,
Manhattan Beach Coast Guard,,,,
Mankato State,,,,
Manual Training High,,,,
March Field,,,,
Mare Island Marines,,,,
Mare Island Navy,,,,
Marine Officers,,,,
Marion,,,,
Marion County High,,,,
Marion Sims,,,,
Marquette,,,,
Marshall School,,,,
Marshalltown,,,,
Maryland A.C.,,,,
Maryland-Baltimore,,,,
Maryland-Eastern Shore,,,,
Massilon A.C.,,,,
Mather Field,,,,
Maxwell Field,,,,
Mayport NAS,,,,
McClellan Field,,,,
McDaniel,,,,
McGill,,,,
McKendree,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/2816.png
Medford A.C.,,,,
Medico-Chirurgical,,,,
Melville PT Boats,,,,
Memphis High,,,,
Memphis Navy,,,,
Mercersburg Academy,,,,
Meridian,,,,
Meteor A.C.,,,,
Michigan A.C.,,,,
Michigan Military Academy,,,,
Midwestern Texas State,,,,
Milligan,,,,
Milwaukee Medical,,,,
Minneapolis Boat Club,,,,
Minneapolis Central High,,,,
Minneapolis Eastern High,,,,
Minneapolis South High,,,,
Minnesota Alumni,,,,
Missouri-Kansas City,,,,
Missouri-Rolla,,,,
Missouri Southern,,,,
Missouri Valley,,,,
Missouri Wesleyan,,,,
MIT,,#000000,,http://a.espncdn.com/i/teamlogos/ncaa/500/109.png
Moffett Field,,,,
Mohawk,,,,
Moline A.C.,,,,
Monroe A.C.,,,,
Montana Tech,,,,
Montana Wesleyan,,,,
Montclair A.C.,,,,
Montezuma,,,,
Montgomery A.C.,,,,
Monticello Navy,,,,
Montreal,,,,
Mooney,,,,
Moorhead State,,,,
Morgan,,,,
Morganton Mutes,,,,
Morris Brown,,,,
Morris Field,,,,
Morris Harvey,,,,
Mount Airy Deaf School,,,,
Mount Carmel All-Stars,,,,
Mount Hermon,,,,
Mount Pleasant,,,,
Mount St. Mary's,,,,
Multnomah A.C.,,,,
Nashville,,,,
Navy Hospital Corps,,,,
Navy Reserves,,,,
Navy Transport,,,,
Nebraska Alumni,,,,
Nebraska Wesleyan,,,,
Nebraska Wesleyan University,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/6845.png
Needham,,,,
Newark A.C.,,,,
Newberry A.C.,,,,
Newburyport A.C.,,,,
New England All-Stars,,,,
New Jersey A.C.,,,,
New London Submarine Base,,,,
New Mexico Military,,,,
New Mexico Tech,,,,
New Orleans Gym Club,,,,
Newport Navy,,,,
Newport News,,,,
Newport NTS,,,,
Newton A.C.,,,,
Newton High,,,,
Newtowne A.C.,,,,
New York A.C.,,,,
New York Law,,,,
New York Naval Militia,,,,
New York State,,,,
New York University,,,,
Niagara,,,,
Norfolk A.C.,,,,
Norfolk Blues,,,,
Norfolk Fire Department,,,,
Norfolk Marines,,,,
Norfolk Navy,,,,
Norfolk Navy Base,,,,
Norfolk Navy Yard,,,,
Norman Naval Air Station,,,,
Norman Park,,,,
North Alabama A.C.,,,,
North Carolina Medical,,,,
North Carolina Pre-Flight,,,,
North Dakota Teachers,,,,
North Denver High,,,,
North Division High,,,,
Northeastern,,#cc0001,#c2c3c0,http://a.espncdn.com/i/teamlogos/ncaa/500/111.png
Northeastern Oklahoma State,,,,
North Georgia,,,,
Northwest Division High,,,,
Northwestern Academy,,,,
Northwestern Alumni,,,,
Northwestern Dental,,,,
Northwestern (IA),,,,
Northwestern (Wisconsin),,,,
Notre Dame B,,,,
Oak Ridge,,,,
Oceana NAS,,,,
Ogden A.C.,,,,
Ogden High,,,,
